insert into payments (customer_id, payment_date, amount, due_date) values (78, '2023-10-02', 356, '2022-12-24');
insert into payments (customer_id, payment_date, amount, due_date) values (181, '2023-10-21', 774, '2023-06-20');
insert into payments (customer_id, payment_date, amount, due_date) values (176, '2023-02-26', 104, '2023-01-16');
insert into payments (customer_id, payment_date, amount, due_date) values (183, '2023-06-07', 514, '2023-02-09');
insert into payments (customer_id, payment_date, amount, due_date) values (55, '2023-06-22', 758, '2022-11-21');
insert into payments (customer_id, payment_date, amount, due_date) values (65, '2023-08-22', 826, '2022-11-24');
insert into payments (customer_id, payment_date, amount, due_date) values (54, '2023-09-29', 933, '2023-03-19');
insert into payments (customer_id, payment_date, amount, due_date) values (61, '2023-10-07', 818, '2023-03-08');
insert into payments (customer_id, payment_date, amount, due_date) values (75, '2023-06-15', 880, '2023-03-15');
insert into payments (customer_id, payment_date, amount, due_date) values (46, '2023-08-27', 382, '2023-06-26');
insert into payments (customer_id, payment_date, amount, due_date) values (32, '2023-08-14', 86, '2023-07-22');
insert into payments (customer_id, payment_date, amount, due_date) values (135, '2023-05-28', 321, '2023-06-08');
insert into payments (customer_id, payment_date, amount, due_date) values (72, '2023-08-27', 211, '2023-04-21');
insert into payments (customer_id, payment_date, amount, due_date) values (85, '2023-02-23', 183, '2023-09-09');
insert into payments (customer_id, payment_date, amount, due_date) values (168, '2023-08-05', 965, '2023-10-24');
insert into payments (customer_id, payment_date, amount, due_date) values (107, '2023-10-09', 112, '2023-05-12');
insert into payments (customer_id, payment_date, amount, due_date) values (195, '2023-04-01', 916, '2023-03-23');
insert into payments (customer_id, payment_date, amount, due_date) values (22, '2023-05-24', 730, '2023-02-22');
insert into payments (customer_id, payment_date, amount, due_date) values (1, '2023-03-13', 951, '2023-09-11');
insert into payments (customer_id, payment_date, amount, due_date) values (138, '2022-11-12', 319, '2023-10-14');
insert into payments (customer_id, payment_date, amount, due_date) values (90, '2023-04-23', 471, '2022-12-21');
insert into payments (customer_id, payment_date, amount, due_date) values (154, '2023-10-30', 566, '2023-05-05');
insert into payments (customer_id, payment_date, amount, due_date) values (120, '2022-11-15', 562, '2023-05-25');
insert into payments (customer_id, payment_date, amount, due_date) values (12, '2023-07-17', 671, '2023-04-12');
insert into payments (customer_id, payment_date, amount, due_date) values (188, '2023-05-21', 359, '2023-01-03');
insert into payments (customer_id, payment_date, amount, due_date) values (182, '2023-04-04', 845, '2023-08-11');
insert into payments (customer_id, payment_date, amount, due_date) values (113, '2023-05-08', 533, '2023-09-13');
insert into payments (customer_id, payment_date, amount, due_date) values (101, '2022-12-25', 552, '2023-06-27');
insert into payments (customer_id, payment_date, amount, due_date) values (106, '2023-10-28', 617, '2023-02-05');
insert into payments (customer_id, payment_date, amount, due_date) values (43, '2022-12-12', 60, '2023-07-01');
insert into payments (customer_id, payment_date, amount, due_date) values (174, '2023-09-06', 886, '2022-12-14');
insert into payments (customer_id, payment_date, amount, due_date) values (144, '2023-06-29', 105, '2022-12-23');
insert into payments (customer_id, payment_date, amount, due_date) values (10, '2023-05-17', 408, '2022-12-03');
insert into payments (customer_id, payment_date, amount, due_date) values (16, '2023-06-06', 529, '2023-01-21');
insert into payments (customer_id, payment_date, amount, due_date) values (130, '2023-09-23', 578, '2023-09-25');
insert into payments (customer_id, payment_date, amount, due_date) values (97, '2023-05-16', 960, '2022-12-16');
insert into payments (customer_id, payment_date, amount, due_date) values (7, '2022-12-14', 990, '2023-09-08');
insert into payments (customer_id, payment_date, amount, due_date) values (16, '2023-10-01', 464, '2023-06-30');
insert into payments (customer_id, payment_date, amount, due_date) values (22, '2023-10-13', 292, '2023-10-08');
insert into payments (customer_id, payment_date, amount, due_date) values (141, '2022-12-29', 404, '2023-02-02');
insert into payments (customer_id, payment_date, amount, due_date) values (187, '2023-09-19', 489, '2023-07-17');
insert into payments (customer_id, payment_date, amount, due_date) values (159, '2023-08-15', 342, '2022-12-15');
insert into payments (customer_id, payment_date, amount, due_date) values (99, '2023-07-25', 238, '2022-12-04');
insert into payments (customer_id, payment_date, amount, due_date) values (162, '2023-10-08', 495, '2023-09-01');
insert into payments (customer_id, payment_date, amount, due_date) values (82, '2023-09-28', 753, '2023-06-24');
insert into payments (customer_id, payment_date, amount, due_date) values (142, '2023-07-27', 256, '2022-11-07');
insert into payments (customer_id, payment_date, amount, due_date) values (102, '2023-06-26', 130, '2023-03-09');
insert into payments (customer_id, payment_date, amount, due_date) values (119, '2023-07-22', 258, '2023-05-20');
insert into payments (customer_id, payment_date, amount, due_date) values (187, '2023-10-10', 966, '2022-11-30');
insert into payments (customer_id, payment_date, amount, due_date) values (179, '2023-02-15', 482, '2023-08-25');
insert into payments (customer_id, payment_date, amount, due_date) values (8, '2023-07-17', 646, '2023-08-28');
insert into payments (customer_id, payment_date, amount, due_date) values (30, '2023-09-25', 392, '2023-10-27');
insert into payments (customer_id, payment_date, amount, due_date) values (59, '2022-12-02', 653, '2023-04-25');
insert into payments (customer_id, payment_date, amount, due_date) values (117, '2022-12-31', 957, '2023-06-21');
insert into payments (customer_id, payment_date, amount, due_date) values (52, '2023-08-27', 81, '2023-10-10');
insert into payments (customer_id, payment_date, amount, due_date) values (2, '2023-07-15', 10, '2023-03-17');
insert into payments (customer_id, payment_date, amount, due_date) values (9, '2023-04-30', 374, '2023-05-06');
insert into payments (customer_id, payment_date, amount, due_date) values (126, '2023-02-14', 187, '2023-09-11');
insert into payments (customer_id, payment_date, amount, due_date) values (32, '2023-09-24', 561, '2023-02-18');
insert into payments (customer_id, payment_date, amount, due_date) values (71, '2023-05-13', 975, '2022-11-03');
insert into payments (customer_id, payment_date, amount, due_date) values (148, '2023-03-12', 86, '2023-08-06');
insert into payments (customer_id, payment_date, amount, due_date) values (73, '2023-01-23', 856, '2023-09-23');
insert into payments (customer_id, payment_date, amount, due_date) values (107, '2022-11-01', 260, '2023-06-21');
insert into payments (customer_id, payment_date, amount, due_date) values (108, '2023-05-01', 248, '2023-08-09');
insert into payments (customer_id, payment_date, amount, due_date) values (114, '2023-09-30', 840, '2023-02-10');
insert into payments (customer_id, payment_date, amount, due_date) values (198, '2022-11-21', 992, '2023-08-17');
insert into payments (customer_id, payment_date, amount, due_date) values (102, '2023-10-14', 448, '2023-04-11');
insert into payments (customer_id, payment_date, amount, due_date) values (84, '2023-10-08', 118, '2023-01-25');
insert into payments (customer_id, payment_date, amount, due_date) values (68, '2023-09-12', 296, '2023-08-29');
insert into payments (customer_id, payment_date, amount, due_date) values (31, '2023-05-25', 987, '2022-12-07');
insert into payments (customer_id, payment_date, amount, due_date) values (51, '2022-11-12', 696, '2022-12-13');
insert into payments (customer_id, payment_date, amount, due_date) values (61, '2023-02-21', 151, '2023-05-31');
insert into payments (customer_id, payment_date, amount, due_date) values (86, '2023-07-01', 956, '2023-04-16');
insert into payments (customer_id, payment_date, amount, due_date) values (109, '2022-12-06', 730, '2023-08-20');
insert into payments (customer_id, payment_date, amount, due_date) values (120, '2023-08-05', 803, '2023-07-17');
insert into payments (customer_id, payment_date, amount, due_date) values (83, '2022-12-23', 732, '2023-10-04');
insert into payments (customer_id, payment_date, amount, due_date) values (25, '2023-02-05', 14, '2023-10-29');
insert into payments (customer_id, payment_date, amount, due_date) values (42, '2023-05-18', 867, '2023-06-10');
insert into payments (customer_id, payment_date, amount, due_date) values (45, '2023-04-12', 343, '2023-09-29');
insert into payments (customer_id, payment_date, amount, due_date) values (91, '2022-12-15', 722, '2023-04-09');
insert into payments (customer_id, payment_date, amount, due_date) values (32, '2023-03-15', 723, '2023-08-31');
insert into payments (customer_id, payment_date, amount, due_date) values (127, '2023-05-29', 316, '2022-12-09');
insert into payments (customer_id, payment_date, amount, due_date) values (19, '2023-08-08', 547, '2023-08-05');
insert into payments (customer_id, payment_date, amount, due_date) values (175, '2023-10-11', 804, '2023-03-01');
insert into payments (customer_id, payment_date, amount, due_date) values (63, '2023-02-27', 555, '2023-02-19');
insert into payments (customer_id, payment_date, amount, due_date) values (93, '2023-07-13', 613, '2022-11-17');
insert into payments (customer_id, payment_date, amount, due_date) values (161, '2023-01-13', 97, '2023-03-17');
insert into payments (customer_id, payment_date, amount, due_date) values (8, '2023-02-23', 133, '2023-07-31');
insert into payments (customer_id, payment_date, amount, due_date) values (157, '2023-04-05', 482, '2023-05-09');
insert into payments (customer_id, payment_date, amount, due_date) values (124, '2023-05-31', 16, '2023-02-18');
insert into payments (customer_id, payment_date, amount, due_date) values (69, '2023-05-22', 616, '2023-03-23');
insert into payments (customer_id, payment_date, amount, due_date) values (2, '2023-05-01', 180, '2023-07-08');
insert into payments (customer_id, payment_date, amount, due_date) values (78, '2023-02-16', 189, '2023-06-16');
insert into payments (customer_id, payment_date, amount, due_date) values (63, '2022-11-29', 649, '2023-10-06');
insert into payments (customer_id, payment_date, amount, due_date) values (182, '2023-02-23', 922, '2022-11-05');
insert into payments (customer_id, payment_date, amount, due_date) values (40, '2023-08-05', 284, '2022-12-09');
insert into payments (customer_id, payment_date, amount, due_date) values (198, '2023-04-24', 966, '2022-11-10');
insert into payments (customer_id, payment_date, amount, due_date) values (21, '2023-02-03', 869, '2023-05-11');
insert into payments (customer_id, payment_date, amount, due_date) values (191, '2023-09-02', 10, '2022-12-07');
insert into payments (customer_id, payment_date, amount, due_date) values (98, '2023-05-03', 542, '2023-09-22');
insert into payments (customer_id, payment_date, amount, due_date) values (196, '2023-01-30', 477, '2023-04-22');
insert into payments (customer_id, payment_date, amount, due_date) values (51, '2023-03-21', 681, '2023-06-26');
insert into payments (customer_id, payment_date, amount, due_date) values (199, '2023-07-05', 874, '2022-11-25');
insert into payments (customer_id, payment_date, amount, due_date) values (142, '2023-09-01', 563, '2023-09-28');
insert into payments (customer_id, payment_date, amount, due_date) values (52, '2022-12-26', 527, '2023-05-25');
insert into payments (customer_id, payment_date, amount, due_date) values (53, '2023-04-30', 646, '2023-06-08');
insert into payments (customer_id, payment_date, amount, due_date) values (193, '2023-09-23', 676, '2023-01-08');
insert into payments (customer_id, payment_date, amount, due_date) values (187, '2023-02-23', 173, '2023-05-12');
insert into payments (customer_id, payment_date, amount, due_date) values (60, '2023-07-08', 286, '2023-09-01');
insert into payments (customer_id, payment_date, amount, due_date) values (3, '2023-09-24', 705, '2023-05-29');
insert into payments (customer_id, payment_date, amount, due_date) values (81, '2023-04-20', 195, '2023-04-23');
insert into payments (customer_id, payment_date, amount, due_date) values (144, '2022-12-16', 465, '2023-02-21');
insert into payments (customer_id, payment_date, amount, due_date) values (150, '2023-10-21', 317, '2023-07-05');
insert into payments (customer_id, payment_date, amount, due_date) values (42, '2023-08-21', 773, '2023-10-13');
insert into payments (customer_id, payment_date, amount, due_date) values (50, '2023-10-03', 976, '2023-02-18');
insert into payments (customer_id, payment_date, amount, due_date) values (136, '2023-05-24', 756, '2023-07-17');
insert into payments (customer_id, payment_date, amount, due_date) values (115, '2023-09-14', 986, '2023-05-07');
insert into payments (customer_id, payment_date, amount, due_date) values (193, '2023-04-13', 567, '2022-12-29');
insert into payments (customer_id, payment_date, amount, due_date) values (60, '2023-01-08', 732, '2023-05-28');
insert into payments (customer_id, payment_date, amount, due_date) values (173, '2023-04-27', 187, '2023-10-11');
insert into payments (customer_id, payment_date, amount, due_date) values (84, '2023-09-03', 682, '2022-11-03');
insert into payments (customer_id, payment_date, amount, due_date) values (37, '2023-06-08', 53, '2022-12-26');
insert into payments (customer_id, payment_date, amount, due_date) values (183, '2023-06-04', 524, '2023-10-19');
insert into payments (customer_id, payment_date, amount, due_date) values (197, '2023-01-22', 853, '2023-02-02');
insert into payments (customer_id, payment_date, amount, due_date) values (170, '2023-05-02', 790, '2023-10-09');
insert into payments (customer_id, payment_date, amount, due_date) values (62, '2023-04-05', 892, '2023-06-17');
insert into payments (customer_id, payment_date, amount, due_date) values (192, '2023-01-19', 937, '2023-01-14');
insert into payments (customer_id, payment_date, amount, due_date) values (156, '2023-08-22', 794, '2023-04-05');
insert into payments (customer_id, payment_date, amount, due_date) values (119, '2023-09-13', 223, '2023-01-03');
insert into payments (customer_id, payment_date, amount, due_date) values (35, '2023-08-14', 251, '2023-02-05');
insert into payments (customer_id, payment_date, amount, due_date) values (187, '2023-04-03', 171, '2023-09-27');
insert into payments (customer_id, payment_date, amount, due_date) values (11, '2023-02-11', 879, '2023-02-05');
insert into payments (customer_id, payment_date, amount, due_date) values (149, '2023-05-31', 564, '2023-09-17');
insert into payments (customer_id, payment_date, amount, due_date) values (79, '2023-06-03', 16, '2022-11-07');
insert into payments (customer_id, payment_date, amount, due_date) values (102, '2023-01-08', 624, '2023-01-27');
insert into payments (customer_id, payment_date, amount, due_date) values (122, '2023-06-21', 182, '2022-11-30');
insert into payments (customer_id, payment_date, amount, due_date) values (131, '2023-07-17', 16, '2023-07-17');
insert into payments (customer_id, payment_date, amount, due_date) values (133, '2023-07-26', 884, '2023-06-10');
insert into payments (customer_id, payment_date, amount, due_date) values (83, '2023-01-04', 982, '2023-10-19');
insert into payments (customer_id, payment_date, amount, due_date) values (12, '2023-07-23', 61, '2023-02-08');
insert into payments (customer_id, payment_date, amount, due_date) values (174, '2023-03-14', 967, '2023-09-24');
insert into payments (customer_id, payment_date, amount, due_date) values (8, '2023-09-22', 892, '2023-04-08');
insert into payments (customer_id, payment_date, amount, due_date) values (118, '2022-11-09', 995, '2023-06-30');
insert into payments (customer_id, payment_date, amount, due_date) values (11, '2023-08-14', 393, '2023-10-08');
insert into payments (customer_id, payment_date, amount, due_date) values (50, '2023-01-07', 450, '2023-04-16');
insert into payments (customer_id, payment_date, amount, due_date) values (64, '2022-11-30', 366, '2023-08-10');
insert into payments (customer_id, payment_date, amount, due_date) values (118, '2023-10-07', 282, '2023-09-09');
insert into payments (customer_id, payment_date, amount, due_date) values (91, '2023-02-02', 84, '2023-03-03');
insert into payments (customer_id, payment_date, amount, due_date) values (87, '2023-10-30', 494, '2023-02-18');
insert into payments (customer_id, payment_date, amount, due_date) values (155, '2023-07-21', 245, '2023-06-03');
insert into payments (customer_id, payment_date, amount, due_date) values (81, '2023-01-21', 881, '2023-02-22');
insert into payments (customer_id, payment_date, amount, due_date) values (23, '2023-09-04', 564, '2023-09-03');
insert into payments (customer_id, payment_date, amount, due_date) values (29, '2023-06-24', 706, '2023-05-28');
insert into payments (customer_id, payment_date, amount, due_date) values (116, '2023-09-15', 140, '2022-11-20');
insert into payments (customer_id, payment_date, amount, due_date) values (68, '2023-04-07', 712, '2022-11-26');
insert into payments (customer_id, payment_date, amount, due_date) values (8, '2023-03-20', 794, '2023-03-02');
insert into payments (customer_id, payment_date, amount, due_date) values (123, '2023-10-12', 889, '2023-07-09');
insert into payments (customer_id, payment_date, amount, due_date) values (71, '2023-01-04', 182, '2023-09-18');
insert into payments (customer_id, payment_date, amount, due_date) values (129, '2023-10-29', 813, '2023-03-01');
insert into payments (customer_id, payment_date, amount, due_date) values (110, '2022-12-24', 537, '2023-05-30');
insert into payments (customer_id, payment_date, amount, due_date) values (176, '2023-03-09', 473, '2023-03-04');
insert into payments (customer_id, payment_date, amount, due_date) values (138, '2023-08-08', 530, '2023-02-24');
insert into payments (customer_id, payment_date, amount, due_date) values (37, '2023-06-30', 456, '2023-09-09');
insert into payments (customer_id, payment_date, amount, due_date) values (152, '2023-05-24', 54, '2023-02-11');
insert into payments (customer_id, payment_date, amount, due_date) values (163, '2023-02-13', 274, '2023-08-10');
insert into payments (customer_id, payment_date, amount, due_date) values (86, '2023-04-25', 310, '2023-05-08');
insert into payments (customer_id, payment_date, amount, due_date) values (75, '2023-02-22', 799, '2023-03-10');
insert into payments (customer_id, payment_date, amount, due_date) values (75, '2023-08-18', 801, '2023-03-17');
insert into payments (customer_id, payment_date, amount, due_date) values (75, '2023-09-08', 169, '2023-03-15');
insert into payments (customer_id, payment_date, amount, due_date) values (136, '2023-08-10', 749, '2023-07-13');
insert into payments (customer_id, payment_date, amount, due_date) values (13, '2023-07-19', 406, '2023-10-09');
insert into payments (customer_id, payment_date, amount, due_date) values (190, '2023-01-14', 290, '2023-04-16');
insert into payments (customer_id, payment_date, amount, due_date) values (57, '2023-01-09', 312, '2023-05-30');
insert into payments (customer_id, payment_date, amount, due_date) values (118, '2023-02-11', 419, '2023-09-26');
insert into payments (customer_id, payment_date, amount, due_date) values (165, '2023-07-24', 321, '2023-06-08');
insert into payments (customer_id, payment_date, amount, due_date) values (41, '2023-07-04', 981, '2023-04-08');
insert into payments (customer_id, payment_date, amount, due_date) values (67, '2022-12-10', 192, '2023-08-30');
insert into payments (customer_id, payment_date, amount, due_date) values (157, '2023-06-22', 930, '2023-07-22');
insert into payments (customer_id, payment_date, amount, due_date) values (144, '2022-11-12', 175, '2023-09-02');
insert into payments (customer_id, payment_date, amount, due_date) values (99, '2023-01-12', 907, '2023-08-06');
insert into payments (customer_id, payment_date, amount, due_date) values (28, '2022-12-06', 924, '2022-12-13');
insert into payments (customer_id, payment_date, amount, due_date) values (56, '2023-03-08', 476, '2023-08-20');
insert into payments (customer_id, payment_date, amount, due_date) values (187, '2023-09-19', 860, '2023-08-12');
insert into payments (customer_id, payment_date, amount, due_date) values (116, '2023-05-25', 865, '2023-03-12');
insert into payments (customer_id, payment_date, amount, due_date) values (115, '2023-03-23', 191, '2023-04-08');
insert into payments (customer_id, payment_date, amount, due_date) values (54, '2023-09-07', 680, '2023-03-04');
insert into payments (customer_id, payment_date, amount, due_date) values (22, '2023-04-19', 677, '2023-07-22');
insert into payments (customer_id, payment_date, amount, due_date) values (70, '2023-08-19', 12, '2023-05-29');
insert into payments (customer_id, payment_date, amount, due_date) values (172, '2023-06-16', 928, '2023-03-15');
insert into payments (customer_id, payment_date, amount, due_date) values (3, '2023-07-25', 955, '2023-08-05');
insert into payments (customer_id, payment_date, amount, due_date) values (58, '2022-12-16', 472, '2023-04-30');
insert into payments (customer_id, payment_date, amount, due_date) values (134, '2023-07-13', 933, '2023-08-31');
insert into payments (customer_id, payment_date, amount, due_date) values (194, '2023-05-25', 487, '2023-06-14');
insert into payments (customer_id, payment_date, amount, due_date) values (23, '2022-12-07', 305, '2022-12-20');
insert into payments (customer_id, payment_date, amount, due_date) values (136, '2023-10-05', 491, '2023-09-12');
insert into payments (customer_id, payment_date, amount, due_date) values (117, '2023-05-07', 708, '2023-09-12');
insert into payments (customer_id, payment_date, amount, due_date) values (160, '2023-01-03', 940, '2023-05-19');
insert into payments (customer_id, payment_date, amount, due_date) values (77, '2022-12-21', 791, '2022-11-24');
insert into payments (customer_id, payment_date, amount, due_date) values (195, '2022-12-30', 239, '2023-09-25');
insert into payments (customer_id, payment_date, amount, due_date) values (64, '2023-07-21', 20, '2023-05-15');
insert into payments (customer_id, payment_date, amount, due_date) values (72, '2023-01-31', 132, '2023-09-18');
insert into payments (customer_id, payment_date, amount, due_date) values (200, '2023-02-11', 64, '2023-06-04');
insert into payments (customer_id, payment_date, amount, due_date) values (184, '2023-08-11', 748, '2023-09-08');
insert into payments (customer_id, payment_date, amount, due_date) values (36, '2023-02-01', 331, '2023-06-28');
insert into payments (customer_id, payment_date, amount, due_date) values (168, '2023-01-21', 205, '2023-07-24');
insert into payments (customer_id, payment_date, amount, due_date) values (81, '2023-01-02', 918, '2023-05-25');
insert into payments (customer_id, payment_date, amount, due_date) values (169, '2023-04-16', 483, '2023-05-24');
insert into payments (customer_id, payment_date, amount, due_date) values (162, '2023-06-25', 591, '2023-05-03');
insert into payments (customer_id, payment_date, amount, due_date) values (116, '2023-08-24', 423, '2023-04-16');
insert into payments (customer_id, payment_date, amount, due_date) values (191, '2022-11-02', 581, '2022-12-03');
insert into payments (customer_id, payment_date, amount, due_date) values (152, '2023-01-13', 716, '2022-11-13');
insert into payments (customer_id, payment_date, amount, due_date) values (99, '2022-12-15', 306, '2022-11-29');
insert into payments (customer_id, payment_date, amount, due_date) values (195, '2023-01-20', 682, '2023-10-01');
insert into payments (customer_id, payment_date, amount, due_date) values (143, '2023-04-29', 122, '2023-09-13');
insert into payments (customer_id, payment_date, amount, due_date) values (92, '2023-02-27', 332, '2023-02-06');
insert into payments (customer_id, payment_date, amount, due_date) values (102, '2023-06-14', 48, '2023-06-18');
insert into payments (customer_id, payment_date, amount, due_date) values (103, '2023-04-25', 721, '2023-10-03');
insert into payments (customer_id, payment_date, amount, due_date) values (181, '2022-11-20', 473, '2022-12-25');
insert into payments (customer_id, payment_date, amount, due_date) values (90, '2023-05-28', 196, '2023-07-29');
insert into payments (customer_id, payment_date, amount, due_date) values (100, '2023-04-24', 728, '2023-02-03');
insert into payments (customer_id, payment_date, amount, due_date) values (73, '2023-07-26', 608, '2023-08-27');
insert into payments (customer_id, payment_date, amount, due_date) values (108, '2023-03-01', 858, '2023-04-07');
insert into payments (customer_id, payment_date, amount, due_date) values (33, '2023-07-10', 593, '2023-07-19');
insert into payments (customer_id, payment_date, amount, due_date) values (66, '2023-06-15', 388, '2023-07-02');
insert into payments (customer_id, payment_date, amount, due_date) values (134, '2023-04-30', 235, '2023-09-05');
insert into payments (customer_id, payment_date, amount, due_date) values (27, '2023-09-11', 178, '2023-06-21');
insert into payments (customer_id, payment_date, amount, due_date) values (24, '2023-05-27', 599, '2023-06-07');
insert into payments (customer_id, payment_date, amount, due_date) values (147, '2023-01-15', 857, '2023-03-02');
insert into payments (customer_id, payment_date, amount, due_date) values (162, '2023-03-10', 408, '2023-09-02');
insert into payments (customer_id, payment_date, amount, due_date) values (148, '2023-10-18', 290, '2022-12-26');
insert into payments (customer_id, payment_date, amount, due_date) values (86, '2023-03-10', 16, '2023-04-16');
insert into payments (customer_id, payment_date, amount, due_date) values (164, '2023-09-19', 571, '2023-04-26');
insert into payments (customer_id, payment_date, amount, due_date) values (137, '2023-09-18', 353, '2023-05-19');
insert into payments (customer_id, payment_date, amount, due_date) values (111, '2023-03-26', 352, '2022-11-12');
insert into payments (customer_id, payment_date, amount, due_date) values (118, '2023-02-22', 782, '2023-01-20');
insert into payments (customer_id, payment_date, amount, due_date) values (198, '2023-03-10', 760, '2022-11-02');
insert into payments (customer_id, payment_date, amount, due_date) values (44, '2023-04-10', 410, '2022-12-30');
insert into payments (customer_id, payment_date, amount, due_date) values (87, '2023-06-06', 362, '2023-07-01');
insert into payments (customer_id, payment_date, amount, due_date) values (1, '2022-11-11', 108, '2023-04-09');
insert into payments (customer_id, payment_date, amount, due_date) values (121, '2022-12-16', 149, '2023-01-30');
insert into payments (customer_id, payment_date, amount, due_date) values (57, '2022-11-07', 305, '2023-10-09');
insert into payments (customer_id, payment_date, amount, due_date) values (168, '2023-05-28', 892, '2023-04-26');
insert into payments (customer_id, payment_date, amount, due_date) values (183, '2023-02-13', 239, '2023-05-08');
insert into payments (customer_id, payment_date, amount, due_date) values (61, '2023-10-26', 914, '2023-07-11');
insert into payments (customer_id, payment_date, amount, due_date) values (180, '2023-09-16', 209, '2023-10-09');
insert into payments (customer_id, payment_date, amount, due_date) values (130, '2023-06-22', 175, '2023-01-15');
insert into payments (customer_id, payment_date, amount, due_date) values (116, '2022-11-08', 281, '2022-12-10');
insert into payments (customer_id, payment_date, amount, due_date) values (45, '2023-10-14', 311, '2022-12-29');
insert into payments (customer_id, payment_date, amount, due_date) values (49, '2023-09-08', 170, '2023-09-28');
insert into payments (customer_id, payment_date, amount, due_date) values (195, '2023-10-28', 235, '2022-11-06');
insert into payments (customer_id, payment_date, amount, due_date) values (55, '2023-07-05', 299, '2023-03-04');
insert into payments (customer_id, payment_date, amount, due_date) values (136, '2023-02-15', 755, '2023-07-13');
insert into payments (customer_id, payment_date, amount, due_date) values (137, '2023-04-23', 376, '2023-05-26');
insert into payments (customer_id, payment_date, amount, due_date) values (104, '2023-10-28', 672, '2023-02-24');
insert into payments (customer_id, payment_date, amount, due_date) values (4, '2023-07-11', 958, '2022-12-18');
insert into payments (customer_id, payment_date, amount, due_date) values (54, '2023-09-27', 928, '2023-01-27');
insert into payments (customer_id, payment_date, amount, due_date) values (136, '2023-05-19', 748, '2023-01-25');
insert into payments (customer_id, payment_date, amount, due_date) values (8, '2023-02-10', 59, '2022-11-05');
insert into payments (customer_id, payment_date, amount, due_date) values (162, '2023-02-26', 381, '2023-04-06');
insert into payments (customer_id, payment_date, amount, due_date) values (113, '2023-01-22', 810, '2023-10-18');
insert into payments (customer_id, payment_date, amount, due_date) values (7, '2023-08-09', 987, '2023-09-11');
insert into payments (customer_id, payment_date, amount, due_date) values (23, '2023-04-25', 488, '2023-09-28');
insert into payments (customer_id, payment_date, amount, due_date) values (130, '2023-09-20', 665, '2023-08-16');
insert into payments (customer_id, payment_date, amount, due_date) values (117, '2023-07-26', 988, '2023-01-30');
insert into payments (customer_id, payment_date, amount, due_date) values (1, '2023-06-20', 839, '2023-10-21');
insert into payments (customer_id, payment_date, amount, due_date) values (178, '2023-06-17', 789, '2022-11-05');
insert into payments (customer_id, payment_date, amount, due_date) values (93, '2022-11-07', 685, '2023-07-31');
insert into payments (customer_id, payment_date, amount, due_date) values (9, '2023-04-11', 477, '2023-02-03');
insert into payments (customer_id, payment_date, amount, due_date) values (56, '2023-07-26', 670, '2023-01-28');
insert into payments (customer_id, payment_date, amount, due_date) values (149, '2023-03-11', 32, '2023-06-30');
insert into payments (customer_id, payment_date, amount, due_date) values (170, '2023-07-26', 688, '2023-05-19');
insert into payments (customer_id, payment_date, amount, due_date) values (140, '2023-03-01', 99, '2022-10-31');
insert into payments (customer_id, payment_date, amount, due_date) values (69, '2023-06-11', 335, '2023-04-20');
insert into payments (customer_id, payment_date, amount, due_date) values (100, '2023-06-14', 90, '2022-12-03');
insert into payments (customer_id, payment_date, amount, due_date) values (191, '2022-11-12', 594, '2023-06-25');
insert into payments (customer_id, payment_date, amount, due_date) values (12, '2023-05-06', 95, '2023-03-27');
insert into payments (customer_id, payment_date, amount, due_date) values (110, '2023-04-16', 888, '2023-04-04');
insert into payments (customer_id, payment_date, amount, due_date) values (154, '2023-08-08', 682, '2023-09-05');
insert into payments (customer_id, payment_date, amount, due_date) values (119, '2023-04-09', 114, '2023-03-25');
insert into payments (customer_id, payment_date, amount, due_date) values (55, '2023-02-27', 857, '2023-07-05');
insert into payments (customer_id, payment_date, amount, due_date) values (68, '2023-05-18', 644, '2023-09-02');
insert into payments (customer_id, payment_date, amount, due_date) values (4, '2023-09-17', 983, '2022-11-16');
insert into payments (customer_id, payment_date, amount, due_date) values (45, '2022-12-06', 283, '2023-05-04');
insert into payments (customer_id, payment_date, amount, due_date) values (149, '2023-06-17', 777, '2023-01-08');
insert into payments (customer_id, payment_date, amount, due_date) values (59, '2022-11-21', 319, '2023-08-19');
insert into payments (customer_id, payment_date, amount, due_date) values (119, '2022-11-11', 238, '2023-08-11');
insert into payments (customer_id, payment_date, amount, due_date) values (159, '2023-07-18', 632, '2023-10-10');
insert into payments (customer_id, payment_date, amount, due_date) values (81, '2023-05-11', 998, '2023-03-27');
insert into payments (customer_id, payment_date, amount, due_date) values (101, '2023-01-23', 828, '2023-04-25');
insert into payments (customer_id, payment_date, amount, due_date) values (193, '2023-04-06', 860, '2023-01-23');
insert into payments (customer_id, payment_date, amount, due_date) values (7, '2023-03-14', 372, '2023-06-10');
insert into payments (customer_id, payment_date, amount, due_date) values (160, '2023-01-31', 575, '2023-08-05');
insert into payments (customer_id, payment_date, amount, due_date) values (153, '2023-09-15', 867, '2023-09-07');
insert into payments (customer_id, payment_date, amount, due_date) values (165, '2023-10-05', 575, '2023-05-08');
insert into payments (customer_id, payment_date, amount, due_date) values (196, '2023-01-05', 424, '2022-11-23');
insert into payments (customer_id, payment_date, amount, due_date) values (11, '2023-01-09', 676, '2023-03-19');
insert into payments (customer_id, payment_date, amount, due_date) values (139, '2022-12-25', 591, '2022-11-23');
